row,Assembly,Length
880,Ref_Scaff,1998
881,Ref_Scaff,1995
882,Ref_Scaff,1993
883,Ref_Scaff,1990
884,Ref_Scaff,1990
885,Ref_Scaff,1988
886,Ref_Scaff,1986
887,Ref_Scaff,1986
888,Ref_Scaff,1980
889,Ref_Scaff,1978
890,Ref_Scaff,1976
891,Ref_Scaff,1976
892,Ref_Scaff,1975
893,Ref_Scaff,1974
894,Ref_Scaff,1970
895,Ref_Scaff,1966
896,Ref_Scaff,1966
897,Ref_Scaff,1966
898,Ref_Scaff,1964
899,Ref_Scaff,1963
900,Ref_Scaff,1962
901,Ref_Scaff,1962
902,Ref_Scaff,1962
903,Ref_Scaff,1961
904,Ref_Scaff,1961
905,Ref_Scaff,1961
906,Ref_Scaff,1956
907,Ref_Scaff,1956
908,Ref_Scaff,1947
909,Ref_Scaff,1947
910,Ref_Scaff,1947
911,Ref_Scaff,1946
912,Ref_Scaff,1945
913,Ref_Scaff,1944
914,Ref_Scaff,1943
915,Ref_Scaff,1939
916,Ref_Scaff,1936
917,Ref_Scaff,1936
918,Ref_Scaff,1935
919,Ref_Scaff,1933
920,Ref_Scaff,1933
921,Ref_Scaff,1931
922,Ref_Scaff,1929
923,Ref_Scaff,1928
924,Ref_Scaff,1928
925,Ref_Scaff,1927
926,Ref_Scaff,1926
927,Ref_Scaff,1926
928,Ref_Scaff,1924
929,Ref_Scaff,1920
930,Ref_Scaff,1917
931,Ref_Scaff,1916
932,Ref_Scaff,1916
933,Ref_Scaff,1907
934,Ref_Scaff,1906
935,Ref_Scaff,1905
936,Ref_Scaff,1904
937,Ref_Scaff,1903
938,Ref_Scaff,1903
939,Ref_Scaff,1903
940,Ref_Scaff,1902
941,Ref_Scaff,1901
942,Ref_Scaff,1900
943,Ref_Scaff,1900
944,Ref_Scaff,1899
945,Ref_Scaff,1895
946,Ref_Scaff,1895
947,Ref_Scaff,1893
948,Ref_Scaff,1891
949,Ref_Scaff,1890
950,Ref_Scaff,1890
951,Ref_Scaff,1888
952,Ref_Scaff,1882
953,Ref_Scaff,1872
954,Ref_Scaff,1872
955,Ref_Scaff,1871
956,Ref_Scaff,1870
957,Ref_Scaff,1870
958,Ref_Scaff,1869
959,Ref_Scaff,1869
960,Ref_Scaff,1869
961,Ref_Scaff,1868
962,Ref_Scaff,1865
963,Ref_Scaff,1863
964,Ref_Scaff,1863
965,Ref_Scaff,1856
966,Ref_Scaff,1854
967,Ref_Scaff,1851
968,Ref_Scaff,1849
969,Ref_Scaff,1843
970,Ref_Scaff,1843
971,Ref_Scaff,1843
972,Ref_Scaff,1843
973,Ref_Scaff,1842
974,Ref_Scaff,1841
975,Ref_Scaff,1841
976,Ref_Scaff,1832
977,Ref_Scaff,1832
978,Ref_Scaff,1830
979,Ref_Scaff,1829
980,Ref_Scaff,1829
981,Ref_Scaff,1826
982,Ref_Scaff,1819
983,Ref_Scaff,1818
984,Ref_Scaff,1818
985,Ref_Scaff,1813
986,Ref_Scaff,1813
987,Ref_Scaff,1806
988,Ref_Scaff,1803
989,Ref_Scaff,1802
990,Ref_Scaff,1801
991,Ref_Scaff,1800
992,Ref_Scaff,1800
993,Ref_Scaff,1798
994,Ref_Scaff,1797
995,Ref_Scaff,1793
996,Ref_Scaff,1792
997,Ref_Scaff,1787
998,Ref_Scaff,1786
999,Ref_Scaff,1785
1000,Ref_Scaff,1785
1001,Ref_Scaff,1776
1002,Ref_Scaff,1775
1003,Ref_Scaff,1775
1004,Ref_Scaff,1775
1005,Ref_Scaff,1770
1006,Ref_Scaff,1769
1007,Ref_Scaff,1766
1008,Ref_Scaff,1761
1009,Ref_Scaff,1756
1010,Ref_Scaff,1754
1011,Ref_Scaff,1751
1012,Ref_Scaff,1747
1013,Ref_Scaff,1747
1014,Ref_Scaff,1747
1015,Ref_Scaff,1743
1016,Ref_Scaff,1741
1017,Ref_Scaff,1738
1018,Ref_Scaff,1737
1019,Ref_Scaff,1734
1020,Ref_Scaff,1733
1021,Ref_Scaff,1732
1022,Ref_Scaff,1728
1023,Ref_Scaff,1724
1024,Ref_Scaff,1724
1025,Ref_Scaff,1719
1026,Ref_Scaff,1719
1027,Ref_Scaff,1716
1028,Ref_Scaff,1716
1029,Ref_Scaff,1715
1030,Ref_Scaff,1714
1031,Ref_Scaff,1713
1032,Ref_Scaff,1712
1033,Ref_Scaff,1710
1034,Ref_Scaff,1710
1035,Ref_Scaff,1709
1036,Ref_Scaff,1708
1037,Ref_Scaff,1704
1038,Ref_Scaff,1703
1039,Ref_Scaff,1703
1040,Ref_Scaff,1696
1041,Ref_Scaff,1690
1042,Ref_Scaff,1690
1043,Ref_Scaff,1687
1044,Ref_Scaff,1685
1045,Ref_Scaff,1683
1046,Ref_Scaff,1683
1047,Ref_Scaff,1683
1048,Ref_Scaff,1680
1049,Ref_Scaff,1679
1050,Ref_Scaff,1678
1051,Ref_Scaff,1675
1052,Ref_Scaff,1667
1053,Ref_Scaff,1657
1054,Ref_Scaff,1650
1055,Ref_Scaff,1645
1056,Ref_Scaff,1643
1057,Ref_Scaff,1643
1058,Ref_Scaff,1641
1059,Ref_Scaff,1637
1060,Ref_Scaff,1637
1061,Ref_Scaff,1637
1062,Ref_Scaff,1636
1063,Ref_Scaff,1630
1064,Ref_Scaff,1629
1065,Ref_Scaff,1625
1066,Ref_Scaff,1625
1067,Ref_Scaff,1623
1068,Ref_Scaff,1622
1069,Ref_Scaff,1619
1070,Ref_Scaff,1614
1071,Ref_Scaff,1611
1072,Ref_Scaff,1610
1073,Ref_Scaff,1610
1074,Ref_Scaff,1608
1075,Ref_Scaff,1597
1076,Ref_Scaff,1595
1077,Ref_Scaff,1594
1078,Ref_Scaff,1586
1079,Ref_Scaff,1586
1080,Ref_Scaff,1586
1081,Ref_Scaff,1581
1082,Ref_Scaff,1577
1083,Ref_Scaff,1577
1084,Ref_Scaff,1575
1085,Ref_Scaff,1573
1086,Ref_Scaff,1571
1087,Ref_Scaff,1567
1088,Ref_Scaff,1566
1089,Ref_Scaff,1560
1090,Ref_Scaff,1560
1091,Ref_Scaff,1558
1092,Ref_Scaff,1556
1093,Ref_Scaff,1556
1094,Ref_Scaff,1555
1095,Ref_Scaff,1553
1096,Ref_Scaff,1552
1097,Ref_Scaff,1550
1098,Ref_Scaff,1550
1099,Ref_Scaff,1549
1100,Ref_Scaff,1546
1101,Ref_Scaff,1544
1102,Ref_Scaff,1543
1103,Ref_Scaff,1541
1104,Ref_Scaff,1540
1105,Ref_Scaff,1538
1106,Ref_Scaff,1534
1107,Ref_Scaff,1533
1108,Ref_Scaff,1533
1109,Ref_Scaff,1532
1110,Ref_Scaff,1529
1111,Ref_Scaff,1527
1112,Ref_Scaff,1525
1113,Ref_Scaff,1525
1114,Ref_Scaff,1525
1115,Ref_Scaff,1521
1116,Ref_Scaff,1520
1117,Ref_Scaff,1519
1118,Ref_Scaff,1518
1119,Ref_Scaff,1516
1120,Ref_Scaff,1510
1121,Ref_Scaff,1509
1122,Ref_Scaff,1508
1123,Ref_Scaff,1504
1124,Ref_Scaff,1504
1125,Ref_Scaff,1502
1126,Ref_Scaff,1494
1127,Ref_Scaff,1492
1128,Ref_Scaff,1492
1129,Ref_Scaff,1490
1130,Ref_Scaff,1489
1131,Ref_Scaff,1488
1132,Ref_Scaff,1487
1133,Ref_Scaff,1487
1134,Ref_Scaff,1485
1135,Ref_Scaff,1484
1136,Ref_Scaff,1482
1137,Ref_Scaff,1478
1138,Ref_Scaff,1476
1139,Ref_Scaff,1475
1140,Ref_Scaff,1473
1141,Ref_Scaff,1471
1142,Ref_Scaff,1468
1143,Ref_Scaff,1467
1144,Ref_Scaff,1466
1145,Ref_Scaff,1464
1146,Ref_Scaff,1462
1147,Ref_Scaff,1461
1148,Ref_Scaff,1461
1149,Ref_Scaff,1459
1150,Ref_Scaff,1458
1151,Ref_Scaff,1456
1152,Ref_Scaff,1453
1153,Ref_Scaff,1452
1154,Ref_Scaff,1452
1155,Ref_Scaff,1451
1156,Ref_Scaff,1446
1157,Ref_Scaff,1446
1158,Ref_Scaff,1445
1159,Ref_Scaff,1443
1160,Ref_Scaff,1441
1161,Ref_Scaff,1440
1162,Ref_Scaff,1436
1163,Ref_Scaff,1432
1164,Ref_Scaff,1432
1165,Ref_Scaff,1432
1166,Ref_Scaff,1430
1167,Ref_Scaff,1429
1168,Ref_Scaff,1429
1169,Ref_Scaff,1425
1170,Ref_Scaff,1424
1171,Ref_Scaff,1424
1172,Ref_Scaff,1424
1173,Ref_Scaff,1423
1174,Ref_Scaff,1422
1175,Ref_Scaff,1421
1176,Ref_Scaff,1419
1177,Ref_Scaff,1416
1178,Ref_Scaff,1416
1179,Ref_Scaff,1416
1180,Ref_Scaff,1415
1181,Ref_Scaff,1412
1182,Ref_Scaff,1412
1183,Ref_Scaff,1411
1184,Ref_Scaff,1410
1185,Ref_Scaff,1408
1186,Ref_Scaff,1408
1187,Ref_Scaff,1407
1188,Ref_Scaff,1406
1189,Ref_Scaff,1404
1190,Ref_Scaff,1402
1191,Ref_Scaff,1395
1192,Ref_Scaff,1394
1193,Ref_Scaff,1393
1194,Ref_Scaff,1391
1195,Ref_Scaff,1391
1196,Ref_Scaff,1391
1197,Ref_Scaff,1386
1198,Ref_Scaff,1386
1199,Ref_Scaff,1385
1200,Ref_Scaff,1384
1201,Ref_Scaff,1383
1202,Ref_Scaff,1382
1203,Ref_Scaff,1381
1204,Ref_Scaff,1381
1205,Ref_Scaff,1380
1206,Ref_Scaff,1380
1207,Ref_Scaff,1379
1208,Ref_Scaff,1378
1209,Ref_Scaff,1377
1210,Ref_Scaff,1377
1211,Ref_Scaff,1377
1212,Ref_Scaff,1377
1213,Ref_Scaff,1376
1214,Ref_Scaff,1375
1215,Ref_Scaff,1374
1216,Ref_Scaff,1374
1217,Ref_Scaff,1373
1218,Ref_Scaff,1371
1219,Ref_Scaff,1369
1220,Ref_Scaff,1368
1221,Ref_Scaff,1366
1222,Ref_Scaff,1361
1223,Ref_Scaff,1360
1224,Ref_Scaff,1356
1225,Ref_Scaff,1356
1226,Ref_Scaff,1355
1227,Ref_Scaff,1355
1228,Ref_Scaff,1352
1229,Ref_Scaff,1351
1230,Ref_Scaff,1347
1231,Ref_Scaff,1347
1232,Ref_Scaff,1346
1233,Ref_Scaff,1344
1234,Ref_Scaff,1343
1235,Ref_Scaff,1341
1236,Ref_Scaff,1340
1237,Ref_Scaff,1340
1238,Ref_Scaff,1340
1239,Ref_Scaff,1339
1240,Ref_Scaff,1339
1241,Ref_Scaff,1337
1242,Ref_Scaff,1337
1243,Ref_Scaff,1336
1244,Ref_Scaff,1334
1245,Ref_Scaff,1333
1246,Ref_Scaff,1333
1247,Ref_Scaff,1333
1248,Ref_Scaff,1332
1249,Ref_Scaff,1330
1250,Ref_Scaff,1330
1251,Ref_Scaff,1328
1252,Ref_Scaff,1327
1253,Ref_Scaff,1326
1254,Ref_Scaff,1326
1255,Ref_Scaff,1323
1256,Ref_Scaff,1323
1257,Ref_Scaff,1322
1258,Ref_Scaff,1316
1259,Ref_Scaff,1315
1260,Ref_Scaff,1315
1261,Ref_Scaff,1315
1262,Ref_Scaff,1315
1263,Ref_Scaff,1312
1264,Ref_Scaff,1311
1265,Ref_Scaff,1311
1266,Ref_Scaff,1310
1267,Ref_Scaff,1310
1268,Ref_Scaff,1309
1269,Ref_Scaff,1308
1270,Ref_Scaff,1306
1271,Ref_Scaff,1304
1272,Ref_Scaff,1304
1273,Ref_Scaff,1304
1274,Ref_Scaff,1304
1275,Ref_Scaff,1303
1276,Ref_Scaff,1303
1277,Ref_Scaff,1302
1278,Ref_Scaff,1301
1279,Ref_Scaff,1301
1280,Ref_Scaff,1299
1281,Ref_Scaff,1297
1282,Ref_Scaff,1297
1283,Ref_Scaff,1297
1284,Ref_Scaff,1296
1285,Ref_Scaff,1295
1286,Ref_Scaff,1294
1287,Ref_Scaff,1294
1288,Ref_Scaff,1294
1289,Ref_Scaff,1293
1290,Ref_Scaff,1291
1291,Ref_Scaff,1290
1292,Ref_Scaff,1289
1293,Ref_Scaff,1287
1294,Ref_Scaff,1286
1295,Ref_Scaff,1285
1296,Ref_Scaff,1284
1297,Ref_Scaff,1284
1298,Ref_Scaff,1283
1299,Ref_Scaff,1283
1300,Ref_Scaff,1282
1301,Ref_Scaff,1281
1302,Ref_Scaff,1280
1303,Ref_Scaff,1280
1304,Ref_Scaff,1279
1305,Ref_Scaff,1278
1306,Ref_Scaff,1278
1307,Ref_Scaff,1278
1308,Ref_Scaff,1277
1309,Ref_Scaff,1277
1310,Ref_Scaff,1277
1311,Ref_Scaff,1276
1312,Ref_Scaff,1275
1313,Ref_Scaff,1275
1314,Ref_Scaff,1274
1315,Ref_Scaff,1274
1316,Ref_Scaff,1272
1317,Ref_Scaff,1271
1318,Ref_Scaff,1271
1319,Ref_Scaff,1271
1320,Ref_Scaff,1271
1321,Ref_Scaff,1271
1322,Ref_Scaff,1270
1323,Ref_Scaff,1270
1324,Ref_Scaff,1270
1325,Ref_Scaff,1269
1326,Ref_Scaff,1268
1327,Ref_Scaff,1268
1328,Ref_Scaff,1266
1329,Ref_Scaff,1265
1330,Ref_Scaff,1264
1331,Ref_Scaff,1263
1332,Ref_Scaff,1263
1333,Ref_Scaff,1263
1334,Ref_Scaff,1262
1335,Ref_Scaff,1262
1336,Ref_Scaff,1262
1337,Ref_Scaff,1261
1338,Ref_Scaff,1261
1339,Ref_Scaff,1260
1340,Ref_Scaff,1260
1341,Ref_Scaff,1260
1342,Ref_Scaff,1260
1343,Ref_Scaff,1259
1344,Ref_Scaff,1258
1345,Ref_Scaff,1258
1346,Ref_Scaff,1258
1347,Ref_Scaff,1257
1348,Ref_Scaff,1253
1349,Ref_Scaff,1253
1350,Ref_Scaff,1252
1351,Ref_Scaff,1251
1352,Ref_Scaff,1251
1353,Ref_Scaff,1251
1354,Ref_Scaff,1251
1355,Ref_Scaff,1250
1356,Ref_Scaff,1249
1357,Ref_Scaff,1248
1358,Ref_Scaff,1247
1359,Ref_Scaff,1246
1360,Ref_Scaff,1246
1361,Ref_Scaff,1244
1362,Ref_Scaff,1243
1363,Ref_Scaff,1242
1364,Ref_Scaff,1241
1365,Ref_Scaff,1241
1366,Ref_Scaff,1241
1367,Ref_Scaff,1240
1368,Ref_Scaff,1240
1369,Ref_Scaff,1240
1370,Ref_Scaff,1239
1371,Ref_Scaff,1238
1372,Ref_Scaff,1238
1373,Ref_Scaff,1238
1374,Ref_Scaff,1238
1375,Ref_Scaff,1237
1376,Ref_Scaff,1236
1377,Ref_Scaff,1235
1378,Ref_Scaff,1235
1379,Ref_Scaff,1234
1380,Ref_Scaff,1234
1381,Ref_Scaff,1234
1382,Ref_Scaff,1233
1383,Ref_Scaff,1233
1384,Ref_Scaff,1232
1385,Ref_Scaff,1231
1386,Ref_Scaff,1231
1387,Ref_Scaff,1231
1388,Ref_Scaff,1231
1389,Ref_Scaff,1230
1390,Ref_Scaff,1229
1391,Ref_Scaff,1229
1392,Ref_Scaff,1228
1393,Ref_Scaff,1227
1394,Ref_Scaff,1227
1395,Ref_Scaff,1227
1396,Ref_Scaff,1227
1397,Ref_Scaff,1226
1398,Ref_Scaff,1226
1399,Ref_Scaff,1226
1400,Ref_Scaff,1225
1401,Ref_Scaff,1225
1402,Ref_Scaff,1225
1403,Ref_Scaff,1225
1404,Ref_Scaff,1225
1405,Ref_Scaff,1225
1406,Ref_Scaff,1224
1407,Ref_Scaff,1224
1408,Ref_Scaff,1224
1409,Ref_Scaff,1224
1410,Ref_Scaff,1223
1411,Ref_Scaff,1223
1412,Ref_Scaff,1223
1413,Ref_Scaff,1222
1414,Ref_Scaff,1222
1415,Ref_Scaff,1221
1416,Ref_Scaff,1220
1417,Ref_Scaff,1220
1418,Ref_Scaff,1219
1419,Ref_Scaff,1219
1420,Ref_Scaff,1219
1421,Ref_Scaff,1218
1422,Ref_Scaff,1218
1423,Ref_Scaff,1214
1424,Ref_Scaff,1213
1425,Ref_Scaff,1212
1426,Ref_Scaff,1212
1427,Ref_Scaff,1211
1428,Ref_Scaff,1211
1429,Ref_Scaff,1210
1430,Ref_Scaff,1209
1431,Ref_Scaff,1209
1432,Ref_Scaff,1209
1433,Ref_Scaff,1208
1434,Ref_Scaff,1208
1435,Ref_Scaff,1208
1436,Ref_Scaff,1208
1437,Ref_Scaff,1207
1438,Ref_Scaff,1206
1439,Ref_Scaff,1205
1440,Ref_Scaff,1205
1441,Ref_Scaff,1205
1442,Ref_Scaff,1203
1443,Ref_Scaff,1203
1444,Ref_Scaff,1203
1445,Ref_Scaff,1202
1446,Ref_Scaff,1202
1447,Ref_Scaff,1201
1448,Ref_Scaff,1200
1449,Ref_Scaff,1200
1450,Ref_Scaff,1200
1451,Ref_Scaff,1199
1452,Ref_Scaff,1199
1453,Ref_Scaff,1198
1454,Ref_Scaff,1198
1455,Ref_Scaff,1197
1456,Ref_Scaff,1197
1457,Ref_Scaff,1195
1458,Ref_Scaff,1195
1459,Ref_Scaff,1195
1460,Ref_Scaff,1195
1461,Ref_Scaff,1195
1462,Ref_Scaff,1194
1463,Ref_Scaff,1193
1464,Ref_Scaff,1193
1465,Ref_Scaff,1193
1466,Ref_Scaff,1193
1467,Ref_Scaff,1192
1468,Ref_Scaff,1192
1469,Ref_Scaff,1192
1470,Ref_Scaff,1191
1471,Ref_Scaff,1191
1472,Ref_Scaff,1190
1473,Ref_Scaff,1190
1474,Ref_Scaff,1190
1475,Ref_Scaff,1189
1476,Ref_Scaff,1189
1477,Ref_Scaff,1189
1478,Ref_Scaff,1189
1479,Ref_Scaff,1189
1480,Ref_Scaff,1189
1481,Ref_Scaff,1188
1482,Ref_Scaff,1186
1483,Ref_Scaff,1186
1484,Ref_Scaff,1186
1485,Ref_Scaff,1186
1486,Ref_Scaff,1186
1487,Ref_Scaff,1185
1488,Ref_Scaff,1185
1489,Ref_Scaff,1185
1490,Ref_Scaff,1185
1491,Ref_Scaff,1184
1492,Ref_Scaff,1184
1493,Ref_Scaff,1184
1494,Ref_Scaff,1184
1495,Ref_Scaff,1182
1496,Ref_Scaff,1182
1497,Ref_Scaff,1181
1498,Ref_Scaff,1181
1499,Ref_Scaff,1181
1500,Ref_Scaff,1179
1501,Ref_Scaff,1179
1502,Ref_Scaff,1179
1503,Ref_Scaff,1178
1504,Ref_Scaff,1178
1505,Ref_Scaff,1178
1506,Ref_Scaff,1178
1507,Ref_Scaff,1178
1508,Ref_Scaff,1178
1509,Ref_Scaff,1177
1510,Ref_Scaff,1176
1511,Ref_Scaff,1175
1512,Ref_Scaff,1175
1513,Ref_Scaff,1174
1514,Ref_Scaff,1174
1515,Ref_Scaff,1173
1516,Ref_Scaff,1173
1517,Ref_Scaff,1173
1518,Ref_Scaff,1171
1519,Ref_Scaff,1171
1520,Ref_Scaff,1171
1521,Ref_Scaff,1171
1522,Ref_Scaff,1170
1523,Ref_Scaff,1169
1524,Ref_Scaff,1169
1525,Ref_Scaff,1168
1526,Ref_Scaff,1167
1527,Ref_Scaff,1167
1528,Ref_Scaff,1167
1529,Ref_Scaff,1166
1530,Ref_Scaff,1166
1531,Ref_Scaff,1166
1532,Ref_Scaff,1166
1533,Ref_Scaff,1165
1534,Ref_Scaff,1165
1535,Ref_Scaff,1164
1536,Ref_Scaff,1163
1537,Ref_Scaff,1163
1538,Ref_Scaff,1163
1539,Ref_Scaff,1163
1540,Ref_Scaff,1163
1541,Ref_Scaff,1163
1542,Ref_Scaff,1162
1543,Ref_Scaff,1162
1544,Ref_Scaff,1162
1545,Ref_Scaff,1161
1546,Ref_Scaff,1161
1547,Ref_Scaff,1161
1548,Ref_Scaff,1160
1549,Ref_Scaff,1160
1550,Ref_Scaff,1160
1551,Ref_Scaff,1159
1552,Ref_Scaff,1159
1553,Ref_Scaff,1159
1554,Ref_Scaff,1159
1555,Ref_Scaff,1159
1556,Ref_Scaff,1158
1557,Ref_Scaff,1158
1558,Ref_Scaff,1158
1559,Ref_Scaff,1157
1560,Ref_Scaff,1157
1561,Ref_Scaff,1156
1562,Ref_Scaff,1156
1563,Ref_Scaff,1155
1564,Ref_Scaff,1155
1565,Ref_Scaff,1155
1566,Ref_Scaff,1155
1567,Ref_Scaff,1154
1568,Ref_Scaff,1154
1569,Ref_Scaff,1154
1570,Ref_Scaff,1154
1571,Ref_Scaff,1153
1572,Ref_Scaff,1153
1573,Ref_Scaff,1153
1574,Ref_Scaff,1152
1575,Ref_Scaff,1152
1576,Ref_Scaff,1152
1577,Ref_Scaff,1152
1578,Ref_Scaff,1151
1579,Ref_Scaff,1150
1580,Ref_Scaff,1150
1581,Ref_Scaff,1148
1582,Ref_Scaff,1148
1583,Ref_Scaff,1148
1584,Ref_Scaff,1148
1585,Ref_Scaff,1148
1586,Ref_Scaff,1148
1587,Ref_Scaff,1147
1588,Ref_Scaff,1147
1589,Ref_Scaff,1147
1590,Ref_Scaff,1146
1591,Ref_Scaff,1146
1592,Ref_Scaff,1146
1593,Ref_Scaff,1145
1594,Ref_Scaff,1144
1595,Ref_Scaff,1144
1596,Ref_Scaff,1144
1597,Ref_Scaff,1144
1598,Ref_Scaff,1144
1599,Ref_Scaff,1143
1600,Ref_Scaff,1143
1601,Ref_Scaff,1142
1602,Ref_Scaff,1142
1603,Ref_Scaff,1142
1604,Ref_Scaff,1141
1605,Ref_Scaff,1141
1606,Ref_Scaff,1140
1607,Ref_Scaff,1140
1608,Ref_Scaff,1140
1609,Ref_Scaff,1140
1610,Ref_Scaff,1139
1611,Ref_Scaff,1139
1612,Ref_Scaff,1139
1613,Ref_Scaff,1139
1614,Ref_Scaff,1139
1615,Ref_Scaff,1138
1616,Ref_Scaff,1137
1617,Ref_Scaff,1136
1618,Ref_Scaff,1136
1619,Ref_Scaff,1136
1620,Ref_Scaff,1136
1621,Ref_Scaff,1135
1622,Ref_Scaff,1135
1623,Ref_Scaff,1135
1624,Ref_Scaff,1134
1625,Ref_Scaff,1134
1626,Ref_Scaff,1134
1627,Ref_Scaff,1134
1628,Ref_Scaff,1133
1629,Ref_Scaff,1133
1630,Ref_Scaff,1133
1631,Ref_Scaff,1132
1632,Ref_Scaff,1132
1633,Ref_Scaff,1132
1634,Ref_Scaff,1132
1635,Ref_Scaff,1131
1636,Ref_Scaff,1131
1637,Ref_Scaff,1131
1638,Ref_Scaff,1130
1639,Ref_Scaff,1130
1640,Ref_Scaff,1130
1641,Ref_Scaff,1129
1642,Ref_Scaff,1129
1643,Ref_Scaff,1129
1644,Ref_Scaff,1129
1645,Ref_Scaff,1127
1646,Ref_Scaff,1127
1647,Ref_Scaff,1126
1648,Ref_Scaff,1126
1649,Ref_Scaff,1126
1650,Ref_Scaff,1126
1651,Ref_Scaff,1126
1652,Ref_Scaff,1125
1653,Ref_Scaff,1125
1654,Ref_Scaff,1124
1655,Ref_Scaff,1124
1656,Ref_Scaff,1123
1657,Ref_Scaff,1123
1658,Ref_Scaff,1123
1659,Ref_Scaff,1123
1660,Ref_Scaff,1123
1661,Ref_Scaff,1122
1662,Ref_Scaff,1121
1663,Ref_Scaff,1120
1664,Ref_Scaff,1119
1665,Ref_Scaff,1119
1666,Ref_Scaff,1118
1667,Ref_Scaff,1118
1668,Ref_Scaff,1118
1669,Ref_Scaff,1118
1670,Ref_Scaff,1117
1671,Ref_Scaff,1117
1672,Ref_Scaff,1117
1673,Ref_Scaff,1117
1674,Ref_Scaff,1117
1675,Ref_Scaff,1117
1676,Ref_Scaff,1116
1677,Ref_Scaff,1116
1678,Ref_Scaff,1116
1679,Ref_Scaff,1116
1680,Ref_Scaff,1116
1681,Ref_Scaff,1116
1682,Ref_Scaff,1115
1683,Ref_Scaff,1115
1684,Ref_Scaff,1115
1685,Ref_Scaff,1114
1686,Ref_Scaff,1114
1687,Ref_Scaff,1114
1688,Ref_Scaff,1114
1689,Ref_Scaff,1114
1690,Ref_Scaff,1114
1691,Ref_Scaff,1112
1692,Ref_Scaff,1112
1693,Ref_Scaff,1112
1694,Ref_Scaff,1112
1695,Ref_Scaff,1111
1696,Ref_Scaff,1110
1697,Ref_Scaff,1110
1698,Ref_Scaff,1110
1699,Ref_Scaff,1110
1700,Ref_Scaff,1109
1701,Ref_Scaff,1109
1702,Ref_Scaff,1109
1703,Ref_Scaff,1109
1704,Ref_Scaff,1108
1705,Ref_Scaff,1108
1706,Ref_Scaff,1107
1707,Ref_Scaff,1107
1708,Ref_Scaff,1107
1709,Ref_Scaff,1106
1710,Ref_Scaff,1106
1711,Ref_Scaff,1105
1712,Ref_Scaff,1105
1713,Ref_Scaff,1105
1714,Ref_Scaff,1105
1715,Ref_Scaff,1105
1716,Ref_Scaff,1105
1717,Ref_Scaff,1103
1718,Ref_Scaff,1103
1719,Ref_Scaff,1103
1720,Ref_Scaff,1102
1721,Ref_Scaff,1102
1722,Ref_Scaff,1102
