row,Assembly,Length
2606,Ref_Ctg,2732
2607,Ref_Ctg,2729
2608,Ref_Ctg,2725
2609,Ref_Ctg,2717
2610,Ref_Ctg,2715
2611,Ref_Ctg,2709
2612,Ref_Ctg,2709
2613,Ref_Ctg,2708
2614,Ref_Ctg,2706
2615,Ref_Ctg,2703
2616,Ref_Ctg,2698
2617,Ref_Ctg,2697
2618,Ref_Ctg,2694
2619,Ref_Ctg,2689
2620,Ref_Ctg,2688
2621,Ref_Ctg,2688
2622,Ref_Ctg,2688
2623,Ref_Ctg,2686
2624,Ref_Ctg,2677
2625,Ref_Ctg,2671
2626,Ref_Ctg,2670
2627,Ref_Ctg,2670
2628,Ref_Ctg,2668
2629,Ref_Ctg,2668
2630,Ref_Ctg,2667
2631,Ref_Ctg,2665
2632,Ref_Ctg,2663
2633,Ref_Ctg,2647
2634,Ref_Ctg,2646
2635,Ref_Ctg,2641
2636,Ref_Ctg,2639
2637,Ref_Ctg,2637
2638,Ref_Ctg,2636
2639,Ref_Ctg,2635
2640,Ref_Ctg,2618
2641,Ref_Ctg,2618
2642,Ref_Ctg,2614
2643,Ref_Ctg,2612
2644,Ref_Ctg,2611
2645,Ref_Ctg,2605
2646,Ref_Ctg,2604
2647,Ref_Ctg,2603
2648,Ref_Ctg,2603
2649,Ref_Ctg,2591
2650,Ref_Ctg,2588
2651,Ref_Ctg,2586
2652,Ref_Ctg,2584
2653,Ref_Ctg,2583
2654,Ref_Ctg,2577
2655,Ref_Ctg,2577
2656,Ref_Ctg,2576
2657,Ref_Ctg,2575
2658,Ref_Ctg,2575
2659,Ref_Ctg,2574
2660,Ref_Ctg,2571
2661,Ref_Ctg,2561
2662,Ref_Ctg,2560
2663,Ref_Ctg,2557
2664,Ref_Ctg,2556
2665,Ref_Ctg,2556
2666,Ref_Ctg,2549
2667,Ref_Ctg,2547
2668,Ref_Ctg,2546
2669,Ref_Ctg,2541
2670,Ref_Ctg,2536
2671,Ref_Ctg,2529
2672,Ref_Ctg,2529
2673,Ref_Ctg,2529
2674,Ref_Ctg,2524
2675,Ref_Ctg,2521
2676,Ref_Ctg,2520
2677,Ref_Ctg,2520
2678,Ref_Ctg,2517
2679,Ref_Ctg,2516
2680,Ref_Ctg,2511
2681,Ref_Ctg,2511
2682,Ref_Ctg,2510
2683,Ref_Ctg,2508
2684,Ref_Ctg,2505
2685,Ref_Ctg,2504
2686,Ref_Ctg,2502
2687,Ref_Ctg,2500
2688,Ref_Ctg,2494
2689,Ref_Ctg,2491
2690,Ref_Ctg,2487
2691,Ref_Ctg,2482
2692,Ref_Ctg,2479
2693,Ref_Ctg,2473
2694,Ref_Ctg,2470
2695,Ref_Ctg,2463
2696,Ref_Ctg,2463
2697,Ref_Ctg,2454
2698,Ref_Ctg,2451
2699,Ref_Ctg,2447
2700,Ref_Ctg,2446
2701,Ref_Ctg,2442
2702,Ref_Ctg,2439
2703,Ref_Ctg,2438
2704,Ref_Ctg,2438
2705,Ref_Ctg,2438
2706,Ref_Ctg,2435
2707,Ref_Ctg,2434
2708,Ref_Ctg,2434
2709,Ref_Ctg,2432
2710,Ref_Ctg,2431
2711,Ref_Ctg,2429
2712,Ref_Ctg,2428
2713,Ref_Ctg,2425
2714,Ref_Ctg,2425
2715,Ref_Ctg,2425
2716,Ref_Ctg,2421
2717,Ref_Ctg,2421
2718,Ref_Ctg,2419
2719,Ref_Ctg,2417
2720,Ref_Ctg,2413
2721,Ref_Ctg,2412
2722,Ref_Ctg,2409
2723,Ref_Ctg,2400
2724,Ref_Ctg,2394
2725,Ref_Ctg,2393
2726,Ref_Ctg,2392
2727,Ref_Ctg,2390
2728,Ref_Ctg,2390
2729,Ref_Ctg,2389
2730,Ref_Ctg,2385
2731,Ref_Ctg,2385
2732,Ref_Ctg,2385
2733,Ref_Ctg,2384
2734,Ref_Ctg,2384
2735,Ref_Ctg,2383
2736,Ref_Ctg,2382
2737,Ref_Ctg,2381
2738,Ref_Ctg,2381
2739,Ref_Ctg,2379
2740,Ref_Ctg,2379
2741,Ref_Ctg,2375
2742,Ref_Ctg,2372
2743,Ref_Ctg,2370
2744,Ref_Ctg,2369
2745,Ref_Ctg,2366
2746,Ref_Ctg,2363
2747,Ref_Ctg,2360
2748,Ref_Ctg,2357
2749,Ref_Ctg,2356
2750,Ref_Ctg,2355
2751,Ref_Ctg,2354
2752,Ref_Ctg,2354
2753,Ref_Ctg,2353
2754,Ref_Ctg,2352
2755,Ref_Ctg,2344
2756,Ref_Ctg,2344
2757,Ref_Ctg,2342
2758,Ref_Ctg,2342
2759,Ref_Ctg,2340
2760,Ref_Ctg,2335
2761,Ref_Ctg,2334
2762,Ref_Ctg,2333
2763,Ref_Ctg,2330
2764,Ref_Ctg,2328
2765,Ref_Ctg,2328
2766,Ref_Ctg,2326
2767,Ref_Ctg,2325
2768,Ref_Ctg,2322
2769,Ref_Ctg,2318
2770,Ref_Ctg,2318
2771,Ref_Ctg,2317
2772,Ref_Ctg,2315
2773,Ref_Ctg,2314
2774,Ref_Ctg,2311
2775,Ref_Ctg,2309
2776,Ref_Ctg,2308
2777,Ref_Ctg,2307
2778,Ref_Ctg,2303
2779,Ref_Ctg,2302
2780,Ref_Ctg,2296
2781,Ref_Ctg,2295
2782,Ref_Ctg,2293
2783,Ref_Ctg,2291
2784,Ref_Ctg,2289
2785,Ref_Ctg,2287
2786,Ref_Ctg,2286
2787,Ref_Ctg,2284
2788,Ref_Ctg,2283
2789,Ref_Ctg,2282
2790,Ref_Ctg,2276
2791,Ref_Ctg,2273
2792,Ref_Ctg,2270
2793,Ref_Ctg,2269
2794,Ref_Ctg,2269
2795,Ref_Ctg,2266
2796,Ref_Ctg,2264
2797,Ref_Ctg,2259
2798,Ref_Ctg,2259
2799,Ref_Ctg,2253
2800,Ref_Ctg,2253
2801,Ref_Ctg,2248
2802,Ref_Ctg,2247
2803,Ref_Ctg,2246
2804,Ref_Ctg,2237
2805,Ref_Ctg,2234
2806,Ref_Ctg,2232
2807,Ref_Ctg,2232
2808,Ref_Ctg,2228
2809,Ref_Ctg,2227
2810,Ref_Ctg,2223
2811,Ref_Ctg,2223
2812,Ref_Ctg,2221
2813,Ref_Ctg,2221
2814,Ref_Ctg,2220
2815,Ref_Ctg,2220
2816,Ref_Ctg,2217
2817,Ref_Ctg,2216
2818,Ref_Ctg,2216
2819,Ref_Ctg,2210
2820,Ref_Ctg,2209
2821,Ref_Ctg,2207
2822,Ref_Ctg,2206
2823,Ref_Ctg,2205
2824,Ref_Ctg,2202
2825,Ref_Ctg,2201
2826,Ref_Ctg,2201
2827,Ref_Ctg,2200
2828,Ref_Ctg,2198
2829,Ref_Ctg,2198
2830,Ref_Ctg,2197
2831,Ref_Ctg,2196
2832,Ref_Ctg,2193
2833,Ref_Ctg,2192
2834,Ref_Ctg,2190
2835,Ref_Ctg,2189
2836,Ref_Ctg,2189
2837,Ref_Ctg,2187
2838,Ref_Ctg,2185
2839,Ref_Ctg,2183
2840,Ref_Ctg,2178
2841,Ref_Ctg,2177
2842,Ref_Ctg,2176
2843,Ref_Ctg,2173
2844,Ref_Ctg,2167
2845,Ref_Ctg,2166
2846,Ref_Ctg,2165
2847,Ref_Ctg,2162
2848,Ref_Ctg,2161
2849,Ref_Ctg,2161
2850,Ref_Ctg,2157
2851,Ref_Ctg,2154
2852,Ref_Ctg,2147
2853,Ref_Ctg,2145
2854,Ref_Ctg,2141
2855,Ref_Ctg,2139
2856,Ref_Ctg,2138
2857,Ref_Ctg,2132
2858,Ref_Ctg,2129
2859,Ref_Ctg,2127
2860,Ref_Ctg,2126
2861,Ref_Ctg,2124
2862,Ref_Ctg,2124
2863,Ref_Ctg,2119
2864,Ref_Ctg,2117
2865,Ref_Ctg,2115
2866,Ref_Ctg,2114
2867,Ref_Ctg,2113
2868,Ref_Ctg,2113
2869,Ref_Ctg,2113
2870,Ref_Ctg,2112
2871,Ref_Ctg,2112
2872,Ref_Ctg,2109
2873,Ref_Ctg,2108
2874,Ref_Ctg,2107
2875,Ref_Ctg,2105
2876,Ref_Ctg,2105
2877,Ref_Ctg,2103
2878,Ref_Ctg,2102
2879,Ref_Ctg,2102
2880,Ref_Ctg,2096
2881,Ref_Ctg,2096
2882,Ref_Ctg,2094
2883,Ref_Ctg,2094
2884,Ref_Ctg,2092
2885,Ref_Ctg,2090
2886,Ref_Ctg,2089
2887,Ref_Ctg,2088
2888,Ref_Ctg,2088
2889,Ref_Ctg,2087
2890,Ref_Ctg,2087
2891,Ref_Ctg,2086
2892,Ref_Ctg,2084
2893,Ref_Ctg,2081
2894,Ref_Ctg,2081
2895,Ref_Ctg,2079
2896,Ref_Ctg,2079
2897,Ref_Ctg,2078
2898,Ref_Ctg,2076
2899,Ref_Ctg,2074
2900,Ref_Ctg,2069
2901,Ref_Ctg,2069
2902,Ref_Ctg,2068
2903,Ref_Ctg,2066
2904,Ref_Ctg,2065
2905,Ref_Ctg,2064
2906,Ref_Ctg,2063
2907,Ref_Ctg,2063
2908,Ref_Ctg,2062
2909,Ref_Ctg,2060
2910,Ref_Ctg,2060
2911,Ref_Ctg,2060
2912,Ref_Ctg,2059
2913,Ref_Ctg,2050
2914,Ref_Ctg,2046
2915,Ref_Ctg,2044
2916,Ref_Ctg,2043
2917,Ref_Ctg,2035
2918,Ref_Ctg,2033
2919,Ref_Ctg,2033
2920,Ref_Ctg,2030
2921,Ref_Ctg,2027
2922,Ref_Ctg,2021
2923,Ref_Ctg,2020
2924,Ref_Ctg,2017
2925,Ref_Ctg,2014
2926,Ref_Ctg,2010
2927,Ref_Ctg,2009
2928,Ref_Ctg,2008
2929,Ref_Ctg,2006
2930,Ref_Ctg,2006
2931,Ref_Ctg,2005
2932,Ref_Ctg,2005
2933,Ref_Ctg,1998
2934,Ref_Ctg,1998
2935,Ref_Ctg,1998
2936,Ref_Ctg,1998
2937,Ref_Ctg,1995
2938,Ref_Ctg,1994
2939,Ref_Ctg,1994
2940,Ref_Ctg,1993
2941,Ref_Ctg,1990
2942,Ref_Ctg,1990
2943,Ref_Ctg,1988
2944,Ref_Ctg,1987
2945,Ref_Ctg,1986
2946,Ref_Ctg,1986
2947,Ref_Ctg,1980
2948,Ref_Ctg,1978
2949,Ref_Ctg,1976
2950,Ref_Ctg,1976
2951,Ref_Ctg,1975
2952,Ref_Ctg,1974
2953,Ref_Ctg,1974
2954,Ref_Ctg,1970
2955,Ref_Ctg,1966
2956,Ref_Ctg,1966
2957,Ref_Ctg,1966
2958,Ref_Ctg,1964
2959,Ref_Ctg,1963
2960,Ref_Ctg,1962
2961,Ref_Ctg,1962
2962,Ref_Ctg,1962
2963,Ref_Ctg,1961
2964,Ref_Ctg,1961
2965,Ref_Ctg,1961
2966,Ref_Ctg,1961
2967,Ref_Ctg,1957
2968,Ref_Ctg,1956
2969,Ref_Ctg,1956
2970,Ref_Ctg,1948
2971,Ref_Ctg,1947
2972,Ref_Ctg,1947
2973,Ref_Ctg,1947
2974,Ref_Ctg,1946
2975,Ref_Ctg,1945
2976,Ref_Ctg,1944
2977,Ref_Ctg,1944
2978,Ref_Ctg,1944
2979,Ref_Ctg,1943
2980,Ref_Ctg,1939
2981,Ref_Ctg,1936
2982,Ref_Ctg,1936
2983,Ref_Ctg,1936
2984,Ref_Ctg,1935
2985,Ref_Ctg,1933
2986,Ref_Ctg,1933
2987,Ref_Ctg,1931
2988,Ref_Ctg,1929
2989,Ref_Ctg,1928
2990,Ref_Ctg,1928
2991,Ref_Ctg,1927
2992,Ref_Ctg,1926
2993,Ref_Ctg,1926
2994,Ref_Ctg,1924
2995,Ref_Ctg,1923
2996,Ref_Ctg,1920
2997,Ref_Ctg,1920
2998,Ref_Ctg,1917
2999,Ref_Ctg,1917
3000,Ref_Ctg,1916
3001,Ref_Ctg,1916
3002,Ref_Ctg,1907
3003,Ref_Ctg,1906
3004,Ref_Ctg,1905
3005,Ref_Ctg,1904
3006,Ref_Ctg,1903
3007,Ref_Ctg,1903
3008,Ref_Ctg,1903
3009,Ref_Ctg,1902
3010,Ref_Ctg,1901
3011,Ref_Ctg,1901
3012,Ref_Ctg,1900
3013,Ref_Ctg,1900
3014,Ref_Ctg,1899
3015,Ref_Ctg,1895
3016,Ref_Ctg,1895
3017,Ref_Ctg,1893
3018,Ref_Ctg,1892
3019,Ref_Ctg,1891
3020,Ref_Ctg,1890
3021,Ref_Ctg,1890
3022,Ref_Ctg,1888
3023,Ref_Ctg,1882
3024,Ref_Ctg,1872
3025,Ref_Ctg,1872
3026,Ref_Ctg,1871
3027,Ref_Ctg,1870
3028,Ref_Ctg,1870
3029,Ref_Ctg,1869
3030,Ref_Ctg,1869
3031,Ref_Ctg,1869
3032,Ref_Ctg,1868
3033,Ref_Ctg,1866
3034,Ref_Ctg,1866
3035,Ref_Ctg,1865
3036,Ref_Ctg,1863
3037,Ref_Ctg,1863
3038,Ref_Ctg,1858
3039,Ref_Ctg,1856
3040,Ref_Ctg,1854
3041,Ref_Ctg,1851
3042,Ref_Ctg,1849
3043,Ref_Ctg,1849
3044,Ref_Ctg,1848
3045,Ref_Ctg,1843
3046,Ref_Ctg,1843
3047,Ref_Ctg,1843
3048,Ref_Ctg,1843
3049,Ref_Ctg,1842
3050,Ref_Ctg,1841
3051,Ref_Ctg,1841
3052,Ref_Ctg,1832
3053,Ref_Ctg,1832
3054,Ref_Ctg,1831
3055,Ref_Ctg,1830
3056,Ref_Ctg,1830
3057,Ref_Ctg,1829
3058,Ref_Ctg,1829
3059,Ref_Ctg,1826
3060,Ref_Ctg,1819
3061,Ref_Ctg,1818
3062,Ref_Ctg,1818
3063,Ref_Ctg,1813
3064,Ref_Ctg,1813
3065,Ref_Ctg,1810
3066,Ref_Ctg,1808
3067,Ref_Ctg,1806
3068,Ref_Ctg,1806
3069,Ref_Ctg,1803
3070,Ref_Ctg,1802
3071,Ref_Ctg,1802
3072,Ref_Ctg,1801
3073,Ref_Ctg,1800
3074,Ref_Ctg,1800
3075,Ref_Ctg,1798
3076,Ref_Ctg,1797
3077,Ref_Ctg,1793
3078,Ref_Ctg,1792
3079,Ref_Ctg,1787
3080,Ref_Ctg,1786
3081,Ref_Ctg,1785
3082,Ref_Ctg,1785
3083,Ref_Ctg,1780
3084,Ref_Ctg,1776
3085,Ref_Ctg,1776
3086,Ref_Ctg,1775
3087,Ref_Ctg,1775
3088,Ref_Ctg,1775
3089,Ref_Ctg,1774
3090,Ref_Ctg,1772
3091,Ref_Ctg,1770
3092,Ref_Ctg,1769
3093,Ref_Ctg,1766
3094,Ref_Ctg,1762
3095,Ref_Ctg,1761
3096,Ref_Ctg,1758
3097,Ref_Ctg,1756
3098,Ref_Ctg,1754
3099,Ref_Ctg,1751
3100,Ref_Ctg,1749
3101,Ref_Ctg,1749
3102,Ref_Ctg,1747
3103,Ref_Ctg,1747
3104,Ref_Ctg,1747
3105,Ref_Ctg,1743
3106,Ref_Ctg,1741
3107,Ref_Ctg,1739
3108,Ref_Ctg,1738
3109,Ref_Ctg,1737
3110,Ref_Ctg,1737
3111,Ref_Ctg,1734
3112,Ref_Ctg,1734
3113,Ref_Ctg,1733
3114,Ref_Ctg,1732
3115,Ref_Ctg,1731
3116,Ref_Ctg,1730
3117,Ref_Ctg,1729
3118,Ref_Ctg,1728
3119,Ref_Ctg,1724
3120,Ref_Ctg,1724
3121,Ref_Ctg,1720
3122,Ref_Ctg,1719
3123,Ref_Ctg,1719
3124,Ref_Ctg,1717
3125,Ref_Ctg,1717
3126,Ref_Ctg,1716
3127,Ref_Ctg,1716
3128,Ref_Ctg,1715
3129,Ref_Ctg,1714
3130,Ref_Ctg,1714
3131,Ref_Ctg,1713
3132,Ref_Ctg,1712
3133,Ref_Ctg,1711
3134,Ref_Ctg,1710
3135,Ref_Ctg,1710
3136,Ref_Ctg,1709
3137,Ref_Ctg,1708
3138,Ref_Ctg,1707
3139,Ref_Ctg,1706
3140,Ref_Ctg,1704
3141,Ref_Ctg,1703
3142,Ref_Ctg,1703
3143,Ref_Ctg,1696
3144,Ref_Ctg,1690
3145,Ref_Ctg,1690
3146,Ref_Ctg,1687
3147,Ref_Ctg,1685
3148,Ref_Ctg,1683
3149,Ref_Ctg,1683
3150,Ref_Ctg,1683
3151,Ref_Ctg,1680
3152,Ref_Ctg,1679
3153,Ref_Ctg,1678
3154,Ref_Ctg,1678
3155,Ref_Ctg,1675
3156,Ref_Ctg,1667
3157,Ref_Ctg,1666
3158,Ref_Ctg,1664
3159,Ref_Ctg,1663
3160,Ref_Ctg,1662
3161,Ref_Ctg,1657
3162,Ref_Ctg,1657
3163,Ref_Ctg,1655
3164,Ref_Ctg,1653
3165,Ref_Ctg,1652
3166,Ref_Ctg,1650
3167,Ref_Ctg,1645
3168,Ref_Ctg,1644
3169,Ref_Ctg,1643
3170,Ref_Ctg,1643
3171,Ref_Ctg,1641
3172,Ref_Ctg,1638
3173,Ref_Ctg,1637
3174,Ref_Ctg,1637
3175,Ref_Ctg,1637
3176,Ref_Ctg,1636
3177,Ref_Ctg,1630
3178,Ref_Ctg,1629
3179,Ref_Ctg,1625
3180,Ref_Ctg,1625
3181,Ref_Ctg,1623
3182,Ref_Ctg,1622
3183,Ref_Ctg,1619
3184,Ref_Ctg,1614
3185,Ref_Ctg,1611
3186,Ref_Ctg,1610
3187,Ref_Ctg,1610
3188,Ref_Ctg,1608
3189,Ref_Ctg,1597
3190,Ref_Ctg,1595
3191,Ref_Ctg,1594
3192,Ref_Ctg,1586
3193,Ref_Ctg,1586
3194,Ref_Ctg,1586
3195,Ref_Ctg,1585
3196,Ref_Ctg,1585
3197,Ref_Ctg,1581
3198,Ref_Ctg,1581
3199,Ref_Ctg,1577
3200,Ref_Ctg,1577
3201,Ref_Ctg,1576
3202,Ref_Ctg,1575
3203,Ref_Ctg,1573
3204,Ref_Ctg,1571
3205,Ref_Ctg,1567
3206,Ref_Ctg,1566
3207,Ref_Ctg,1562
3208,Ref_Ctg,1560
3209,Ref_Ctg,1560
3210,Ref_Ctg,1560
3211,Ref_Ctg,1558
3212,Ref_Ctg,1556
3213,Ref_Ctg,1556
3214,Ref_Ctg,1555
3215,Ref_Ctg,1555
3216,Ref_Ctg,1553
3217,Ref_Ctg,1552
3218,Ref_Ctg,1550
3219,Ref_Ctg,1550
3220,Ref_Ctg,1549
3221,Ref_Ctg,1546
3222,Ref_Ctg,1544
3223,Ref_Ctg,1543
3224,Ref_Ctg,1543
3225,Ref_Ctg,1543
3226,Ref_Ctg,1541
3227,Ref_Ctg,1540
3228,Ref_Ctg,1538
3229,Ref_Ctg,1534
3230,Ref_Ctg,1533
3231,Ref_Ctg,1533
3232,Ref_Ctg,1532
3233,Ref_Ctg,1531
3234,Ref_Ctg,1529
3235,Ref_Ctg,1529
3236,Ref_Ctg,1527
3237,Ref_Ctg,1525
3238,Ref_Ctg,1525
3239,Ref_Ctg,1525
3240,Ref_Ctg,1525
3241,Ref_Ctg,1521
3242,Ref_Ctg,1521
3243,Ref_Ctg,1520
3244,Ref_Ctg,1519
3245,Ref_Ctg,1518
3246,Ref_Ctg,1518
3247,Ref_Ctg,1516
3248,Ref_Ctg,1510
3249,Ref_Ctg,1509
3250,Ref_Ctg,1508
3251,Ref_Ctg,1504
3252,Ref_Ctg,1504
3253,Ref_Ctg,1502
3254,Ref_Ctg,1495
3255,Ref_Ctg,1494
3256,Ref_Ctg,1493
3257,Ref_Ctg,1492
3258,Ref_Ctg,1492
3259,Ref_Ctg,1492
3260,Ref_Ctg,1490
3261,Ref_Ctg,1490
3262,Ref_Ctg,1490
3263,Ref_Ctg,1489
3264,Ref_Ctg,1489
3265,Ref_Ctg,1488
3266,Ref_Ctg,1487
3267,Ref_Ctg,1487
3268,Ref_Ctg,1485
3269,Ref_Ctg,1484
3270,Ref_Ctg,1483
3271,Ref_Ctg,1482
3272,Ref_Ctg,1478
3273,Ref_Ctg,1477
3274,Ref_Ctg,1476
3275,Ref_Ctg,1475
3276,Ref_Ctg,1473
3277,Ref_Ctg,1471
3278,Ref_Ctg,1468
3279,Ref_Ctg,1468
3280,Ref_Ctg,1467
3281,Ref_Ctg,1466
3282,Ref_Ctg,1464
3283,Ref_Ctg,1463
3284,Ref_Ctg,1462
3285,Ref_Ctg,1461
3286,Ref_Ctg,1461
3287,Ref_Ctg,1459
3288,Ref_Ctg,1458
3289,Ref_Ctg,1457
3290,Ref_Ctg,1456
3291,Ref_Ctg,1454
3292,Ref_Ctg,1453
3293,Ref_Ctg,1452
3294,Ref_Ctg,1452
3295,Ref_Ctg,1451
3296,Ref_Ctg,1451
3297,Ref_Ctg,1450
3298,Ref_Ctg,1448
3299,Ref_Ctg,1446
3300,Ref_Ctg,1446
3301,Ref_Ctg,1446
3302,Ref_Ctg,1445
3303,Ref_Ctg,1443
3304,Ref_Ctg,1441
3305,Ref_Ctg,1440
3306,Ref_Ctg,1437
3307,Ref_Ctg,1436
3308,Ref_Ctg,1435
3309,Ref_Ctg,1432
3310,Ref_Ctg,1432
3311,Ref_Ctg,1432
3312,Ref_Ctg,1430
3313,Ref_Ctg,1429
3314,Ref_Ctg,1429
3315,Ref_Ctg,1425
3316,Ref_Ctg,1425
3317,Ref_Ctg,1425
3318,Ref_Ctg,1424
3319,Ref_Ctg,1424
3320,Ref_Ctg,1424
3321,Ref_Ctg,1423
3322,Ref_Ctg,1422
3323,Ref_Ctg,1421
3324,Ref_Ctg,1421
3325,Ref_Ctg,1419
3326,Ref_Ctg,1416
3327,Ref_Ctg,1416
3328,Ref_Ctg,1416
3329,Ref_Ctg,1415
3330,Ref_Ctg,1412
3331,Ref_Ctg,1412
3332,Ref_Ctg,1411
3333,Ref_Ctg,1410
3334,Ref_Ctg,1408
3335,Ref_Ctg,1408
3336,Ref_Ctg,1407
3337,Ref_Ctg,1407
3338,Ref_Ctg,1406
3339,Ref_Ctg,1406
3340,Ref_Ctg,1404
3341,Ref_Ctg,1402
3342,Ref_Ctg,1401
3343,Ref_Ctg,1399
3344,Ref_Ctg,1395
3345,Ref_Ctg,1395
3346,Ref_Ctg,1394
3347,Ref_Ctg,1393
3348,Ref_Ctg,1392
3349,Ref_Ctg,1392
3350,Ref_Ctg,1391
3351,Ref_Ctg,1391
3352,Ref_Ctg,1391
3353,Ref_Ctg,1386
3354,Ref_Ctg,1386
3355,Ref_Ctg,1385
3356,Ref_Ctg,1384
3357,Ref_Ctg,1384
3358,Ref_Ctg,1383
3359,Ref_Ctg,1382
3360,Ref_Ctg,1381
3361,Ref_Ctg,1381
3362,Ref_Ctg,1381
3363,Ref_Ctg,1380
3364,Ref_Ctg,1380
3365,Ref_Ctg,1379
3366,Ref_Ctg,1378
3367,Ref_Ctg,1377
3368,Ref_Ctg,1377
3369,Ref_Ctg,1377
3370,Ref_Ctg,1377
3371,Ref_Ctg,1376
3372,Ref_Ctg,1375
3373,Ref_Ctg,1374
3374,Ref_Ctg,1374
3375,Ref_Ctg,1374
3376,Ref_Ctg,1373
3377,Ref_Ctg,1373
3378,Ref_Ctg,1371
3379,Ref_Ctg,1369
3380,Ref_Ctg,1369
3381,Ref_Ctg,1368
3382,Ref_Ctg,1368
3383,Ref_Ctg,1368
3384,Ref_Ctg,1367
3385,Ref_Ctg,1366
3386,Ref_Ctg,1361
3387,Ref_Ctg,1361
3388,Ref_Ctg,1360
3389,Ref_Ctg,1360
3390,Ref_Ctg,1360
3391,Ref_Ctg,1360
3392,Ref_Ctg,1358
3393,Ref_Ctg,1356
3394,Ref_Ctg,1356
3395,Ref_Ctg,1356
3396,Ref_Ctg,1355
3397,Ref_Ctg,1355
3398,Ref_Ctg,1353
3399,Ref_Ctg,1352
3400,Ref_Ctg,1351
3401,Ref_Ctg,1347
3402,Ref_Ctg,1347
3403,Ref_Ctg,1346
3404,Ref_Ctg,1344
3405,Ref_Ctg,1343
3406,Ref_Ctg,1343
3407,Ref_Ctg,1341
3408,Ref_Ctg,1340
3409,Ref_Ctg,1340
3410,Ref_Ctg,1340
3411,Ref_Ctg,1339
3412,Ref_Ctg,1339
3413,Ref_Ctg,1337
3414,Ref_Ctg,1337
3415,Ref_Ctg,1336
3416,Ref_Ctg,1334
3417,Ref_Ctg,1334
3418,Ref_Ctg,1333
3419,Ref_Ctg,1333
3420,Ref_Ctg,1333
3421,Ref_Ctg,1332
3422,Ref_Ctg,1332
3423,Ref_Ctg,1330
3424,Ref_Ctg,1330
3425,Ref_Ctg,1330
3426,Ref_Ctg,1328
3427,Ref_Ctg,1327
3428,Ref_Ctg,1326
3429,Ref_Ctg,1326
3430,Ref_Ctg,1326
3431,Ref_Ctg,1325
3432,Ref_Ctg,1323
3433,Ref_Ctg,1323
3434,Ref_Ctg,1322
3435,Ref_Ctg,1322
3436,Ref_Ctg,1322
3437,Ref_Ctg,1322
3438,Ref_Ctg,1320
3439,Ref_Ctg,1319
3440,Ref_Ctg,1316
3441,Ref_Ctg,1315
3442,Ref_Ctg,1315
3443,Ref_Ctg,1315
3444,Ref_Ctg,1315
3445,Ref_Ctg,1312
3446,Ref_Ctg,1311
3447,Ref_Ctg,1311
3448,Ref_Ctg,1310
3449,Ref_Ctg,1310
3450,Ref_Ctg,1310
3451,Ref_Ctg,1309
3452,Ref_Ctg,1308
3453,Ref_Ctg,1307
3454,Ref_Ctg,1307
3455,Ref_Ctg,1306
3456,Ref_Ctg,1304
3457,Ref_Ctg,1304
3458,Ref_Ctg,1304
3459,Ref_Ctg,1304
3460,Ref_Ctg,1304
3461,Ref_Ctg,1304
3462,Ref_Ctg,1303
3463,Ref_Ctg,1303
3464,Ref_Ctg,1302
3465,Ref_Ctg,1301
3466,Ref_Ctg,1301
3467,Ref_Ctg,1301
3468,Ref_Ctg,1299
3469,Ref_Ctg,1299
3470,Ref_Ctg,1299
3471,Ref_Ctg,1298
3472,Ref_Ctg,1297
3473,Ref_Ctg,1297
3474,Ref_Ctg,1297
3475,Ref_Ctg,1297
3476,Ref_Ctg,1296
3477,Ref_Ctg,1295
3478,Ref_Ctg,1295
3479,Ref_Ctg,1294
3480,Ref_Ctg,1294
3481,Ref_Ctg,1294
3482,Ref_Ctg,1293
3483,Ref_Ctg,1292
3484,Ref_Ctg,1291
3485,Ref_Ctg,1291
3486,Ref_Ctg,1291
3487,Ref_Ctg,1290
3488,Ref_Ctg,1289
3489,Ref_Ctg,1287
3490,Ref_Ctg,1286
3491,Ref_Ctg,1286
3492,Ref_Ctg,1285
3493,Ref_Ctg,1284
3494,Ref_Ctg,1284
3495,Ref_Ctg,1283
3496,Ref_Ctg,1283
3497,Ref_Ctg,1283
3498,Ref_Ctg,1282
3499,Ref_Ctg,1281
3500,Ref_Ctg,1280
3501,Ref_Ctg,1280
3502,Ref_Ctg,1279
3503,Ref_Ctg,1278
3504,Ref_Ctg,1278
3505,Ref_Ctg,1278
3506,Ref_Ctg,1278
3507,Ref_Ctg,1277
3508,Ref_Ctg,1277
3509,Ref_Ctg,1277
3510,Ref_Ctg,1276
3511,Ref_Ctg,1275
3512,Ref_Ctg,1275
3513,Ref_Ctg,1275
3514,Ref_Ctg,1274
3515,Ref_Ctg,1274
3516,Ref_Ctg,1273
3517,Ref_Ctg,1272
3518,Ref_Ctg,1272
3519,Ref_Ctg,1271
3520,Ref_Ctg,1271
3521,Ref_Ctg,1271
3522,Ref_Ctg,1271
3523,Ref_Ctg,1271
3524,Ref_Ctg,1270
3525,Ref_Ctg,1270
3526,Ref_Ctg,1270
3527,Ref_Ctg,1269
3528,Ref_Ctg,1268
3529,Ref_Ctg,1268
3530,Ref_Ctg,1268
